#{"t_start": 1730800626.0318651, "env_id": "BicycleMaze-v0"}
r,l,t
-2.405611,12,299.32498
-5.717461,8,299.61511
-5.37274,5,299.781955
-6.434602,8,300.114464
-4.616534,3,300.222392
-6.810005,10,300.547678
3.605879,19,301.222267
-5.63169,11,301.591555
-5.047556,5,301.737661
-4.498372,4,301.866922
-4.309053,6,302.168538
-4.82481,4,302.315069
-3.789954,8,302.560261
-2.714961,9,302.876488
-4.877028,8,303.135069
-2.816921,10,303.514987
-4.737197,7,303.79413
-3.360604,10,304.129799
-4.719926,4,304.239528
-4.345219,6,304.441557
-2.899653,10,304.784553
-6.382084,6,305.029191
-3.894082,6,305.268325
-5.905657,6,305.537026
-2.715992,15,306.074705
-5.308514,7,306.305384
-8.323661,9,306.651736
-5.510538,9,307.007399
-4.102853,8,307.282268
-3.518831,12,307.780422
-3.166665,10,308.098252
-2.781848,9,308.446137
-0.24705,18,309.167736
-4.469906,5,309.34227
-5.555053,9,309.725803
-5.979114,4,309.913676
-3.017136,21,310.713756
-4.737123,6,310.964403
-4.895132,7,311.276745
-3.427499,5,311.463345
-4.571013,3,311.565405
-1.314631,10,311.917585
-3.898211,9,312.292179
-1.310925,13,312.775769
-3.451125,11,313.158207
-5.694235,3,313.259165
-3.251892,14,313.76436
-5.075713,5,313.898272
-4.955968,4,314.064176
-6.937933,5,314.280415
-4.839276,8,314.525787
-5.237626,5,314.728106
-2.889142,7,315.013444
-2.364048,20,315.749112
-5.100009,12,316.236102
-4.006953,9,316.539718
-4.738071,4,316.66982
-2.548332,14,317.116977
-1.513432,13,317.622109
-5.238006,7,317.95238
-4.770195,5,318.12842
-4.974413,6,318.304396
-3.844021,10,318.664898
0.357631,17,319.258659
-4.387177,5,319.441264
-5.654133,11,319.849143
1.782022,21,320.598622
-4.664308,6,320.812813
-4.32864,5,320.983841
-3.702515,6,321.169307
-4.663972,6,321.435432
-7.046448,6,321.615121
5.513442,22,322.323316
-4.760805,13,322.766954
0.032364,14,323.285317
-4.375159,9,323.639625
-2.982958,12,324.110513
-5.804293,5,324.296043
-3.566301,12,324.737481
-3.366481,9,325.041728
-4.669548,3,325.155586
-5.703531,9,325.458516
-5.669855,3,325.576306
-3.766591,4,325.724466
-5.657837,5,325.920703
-4.362392,4,326.101573
-1.817521,14,326.612567
-6.172922,12,327.026027
-2.5361,10,327.373888
-5.018607,5,327.571878
-1.512466,9,327.864476
-4.744005,5,328.046513
-4.597598,3,328.155457
-6.678411,5,328.326329
-1.739214,10,328.710061
-5.941746,7,328.949205
-4.75745,6,329.193713
-4.914682,5,329.413434
-3.022071,8,329.726435
-4.494128,15,330.250148
-5.541869,6,330.447221
-2.723528,13,330.933425
-3.13433,6,331.129611
-1.393755,14,331.627308
-3.859323,18,332.224808
-1.613183,13,332.683682
-1.730181,16,333.256092
-5.752588,4,333.442578
-4.615949,6,333.633552
-5.838371,4,333.760704
-0.474338,16,334.291439
-5.858301,6,334.514974
-4.228397,8,334.781603
6.920587,30,335.801841
-3.700101,5,335.957512
-5.082241,5,336.165632
-5.929682,5,336.347639
-5.309562,17,336.956242
-5.521452,6,337.24457
-4.970806,9,337.564783
-5.598269,8,337.854222
-5.675055,8,338.165618
-2.811083,19,338.851808
0.542879,15,339.383311
-3.181732,5,339.592585
-7.004714,12,340.002402
-1.198558,14,340.518997
-5.651731,8,340.844037
-5.562081,5,341.045841
-6.469105,6,341.284811
-1.585943,18,341.913709
-5.648094,4,342.05476
-0.61821,22,342.802445
-5.211318,7,343.037375
-6.154631,6,343.256618
-4.211953,9,343.59351
-5.784571,4,343.752156
-1.816563,11,344.102596
-5.759571,7,344.370965
-3.259228,12,344.738477
-4.01622,6,344.958859
-2.89202,23,345.775783
-2.924872,9,346.134946
-3.730752,14,346.631404
-3.576718,7,346.854478
-4.765222,4,347.006975
-2.890957,13,347.528084
1.223386,16,348.125141
-0.507444,14,393.063458
-4.455539,8,393.329942
1.678268,25,394.026492
-3.363482,11,394.422579
-1.540721,23,395.176685
-3.226065,12,395.575576
-3.97841,7,395.811458
0.874907,20,401.965315
-5.624099,13,402.410104
-1.023814,18,403.065587
-4.550179,7,403.306474
-4.106274,12,403.698823
-2.513945,10,404.026003
-1.768682,12,404.438861
-3.278888,9,404.73003
-4.081833,10,405.055772
-1.935324,10,405.352826
